Note: Exchange rate fluctuations may impact converted values.
Country,Account type,Account name,Account ID,Company name,Account identifier,Invoice,Order,Order ID,Invoice issue Date,Due date,Currency (not converted),Currency (converted),Amount billed (not converted),Amount billed (converted),Tax amount billed (not converted),Tax amount billed (converted),Amount outstanding (not converted),Amount outstanding (converted),Status,PO number,Amount paid (not converted),Amount paid (converted),Currency service fee (not converted),Currency service fee (converted),Payment Method,Foreign Exchange Rate (on invoice date)
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5479,N/A,N/A,"11 March, 2026","12 March, 2026",INR,INR,"₹2,620.92","Rs.2,620.92",₹471.77,Rs.471.77,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,092.69","Rs.3,092.69",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5478,N/A,N/A,"11 March, 2026","12 March, 2026",INR,INR,"₹2,769.38","Rs.2,769.38",₹498.49,Rs.498.49,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,267.87","Rs.3,267.87",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5469,N/A,N/A,"11 March, 2026","11 March, 2026",INR,INR,"₹2,015.90","Rs.2,015.90",₹362.86,Rs.362.86,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,378.76","Rs.2,378.76",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5477,N/A,N/A,"11 March, 2026","11 March, 2026",INR,INR,"₹2,149.96","Rs.2,149.96",₹386.99,Rs.386.99,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,536.95","Rs.2,536.95",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5474,N/A,N/A,"11 March, 2026","11 March, 2026",INR,INR,"₹2,198.35","Rs.2,198.35",₹395.70,Rs.395.70,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,594.05","Rs.2,594.05",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5466,N/A,N/A,"11 March, 2026","11 March, 2026",INR,INR,"₹2,593.63","Rs.2,593.63",₹466.85,Rs.466.85,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,060.48","Rs.3,060.48",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5472,N/A,N/A,"11 March, 2026","11 March, 2026",INR,INR,"₹2,302.69","Rs.2,302.69",₹414.48,Rs.414.48,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,717.17","Rs.2,717.17",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5456,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,364.70","Rs.2,364.70",₹425.65,Rs.425.65,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,790.35","Rs.2,790.35",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5464,N/A,N/A,"10 March, 2026","11 March, 2026",INR,INR,"₹2,242.35","Rs.2,242.35",₹403.62,Rs.403.62,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,645.97","Rs.2,645.97",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5452,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,472.33","Rs.2,472.33",₹445.02,Rs.445.02,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,917.35","Rs.2,917.35",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5460,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,049.88","Rs.2,049.88",₹368.98,Rs.368.98,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,418.86","Rs.2,418.86",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5457,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,468.80","Rs.2,468.80",₹444.38,Rs.444.38,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,913.18","Rs.2,913.18",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5462,N/A,N/A,"10 March, 2026","11 March, 2026",INR,INR,"₹2,005.33","Rs.2,005.33",₹360.96,Rs.360.96,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,366.29","Rs.2,366.29",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5451,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,694.57","Rs.2,694.57",₹485.02,Rs.485.02,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,179.59","Rs.3,179.59",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5455,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,412.53","Rs.2,412.53",₹434.26,Rs.434.26,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,846.79","Rs.2,846.79",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5450,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,454.11","Rs.2,454.11",₹441.74,Rs.441.74,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,895.85","Rs.2,895.85",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5459,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,205.24","Rs.2,205.24",₹396.94,Rs.396.94,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,602.18","Rs.2,602.18",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5453,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,097.32","Rs.2,097.32",₹377.52,Rs.377.52,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,474.84","Rs.2,474.84",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5461,N/A,N/A,"10 March, 2026","11 March, 2026",INR,INR,"₹2,270.55","Rs.2,270.55",₹408.70,Rs.408.70,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,679.25","Rs.2,679.25",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5458,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,233.51","Rs.2,233.51",₹402.03,Rs.402.03,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,635.54","Rs.2,635.54",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5449,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,415.56","Rs.2,415.56",₹434.80,Rs.434.80,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,850.36","Rs.2,850.36",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5463,N/A,N/A,"10 March, 2026","11 March, 2026",INR,INR,"₹2,604.36","Rs.2,604.36",₹468.78,Rs.468.78,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,073.14","Rs.3,073.14",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5454,N/A,N/A,"10 March, 2026","10 March, 2026",INR,INR,"₹2,307.88","Rs.2,307.88",₹415.42,Rs.415.42,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,723.30","Rs.2,723.30",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5441,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,268.91","Rs.2,268.91",₹408.40,Rs.408.40,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,677.31","Rs.2,677.31",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5435,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,097.51","Rs.2,097.51",₹377.55,Rs.377.55,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,475.06","Rs.2,475.06",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5444,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,350.12","Rs.2,350.12",₹423.02,Rs.423.02,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,773.14","Rs.2,773.14",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5439,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹3,234.91","Rs.3,234.91",₹582.28,Rs.582.28,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,817.19","Rs.3,817.19",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5437,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,635.39","Rs.2,635.39",₹474.37,Rs.474.37,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,109.76","Rs.3,109.76",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5440,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,217.23","Rs.2,217.23",₹399.10,Rs.399.10,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,616.33","Rs.2,616.33",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5436,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,209.84","Rs.2,209.84",₹397.77,Rs.397.77,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,607.61","Rs.2,607.61",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5448,N/A,N/A,"9 March, 2026","10 March, 2026",INR,INR,"₹2,281.64","Rs.2,281.64",₹410.70,Rs.410.70,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,692.34","Rs.2,692.34",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5445,N/A,N/A,"9 March, 2026","10 March, 2026",INR,INR,"₹2,408.26","Rs.2,408.26",₹433.49,Rs.433.49,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,841.75","Rs.2,841.75",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5442,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,128.96","Rs.2,128.96",₹383.21,Rs.383.21,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,512.17","Rs.2,512.17",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5447,N/A,N/A,"9 March, 2026","10 March, 2026",INR,INR,"₹2,026.71","Rs.2,026.71",₹364.81,Rs.364.81,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,391.52","Rs.2,391.52",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5446,N/A,N/A,"9 March, 2026","10 March, 2026",INR,INR,"₹2,927.03","Rs.2,927.03",₹526.87,Rs.526.87,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,453.90","Rs.3,453.90",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5443,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,261.24","Rs.2,261.24",₹407.02,Rs.407.02,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,668.26","Rs.2,668.26",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5438,N/A,N/A,"9 March, 2026","9 March, 2026",INR,INR,"₹2,489.54","Rs.2,489.54",₹448.12,Rs.448.12,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,937.66","Rs.2,937.66",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5434,N/A,N/A,"8 March, 2026","9 March, 2026",INR,INR,"₹2,082.79","Rs.2,082.79",₹374.90,Rs.374.90,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,457.69","Rs.2,457.69",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5422,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,409.60","Rs.2,409.60",₹433.73,Rs.433.73,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,843.33","Rs.2,843.33",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5425,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,231.98","Rs.2,231.98",₹401.76,Rs.401.76,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,633.74","Rs.2,633.74",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5421,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,634.30","Rs.2,634.30",₹474.17,Rs.474.17,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,108.47","Rs.3,108.47",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5429,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,288.51","Rs.2,288.51",₹411.93,Rs.411.93,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,700.44","Rs.2,700.44",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5433,N/A,N/A,"8 March, 2026","9 March, 2026",INR,INR,"₹2,061.31","Rs.2,061.31",₹371.04,Rs.371.04,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,432.35","Rs.2,432.35",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5428,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,365.11","Rs.2,365.11",₹425.72,Rs.425.72,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,790.83","Rs.2,790.83",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5423,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹3,013.69","Rs.3,013.69",₹542.46,Rs.542.46,₹0.00,Rs.0.00,Paid In Full,N/A,"₹3,556.15","Rs.3,556.15",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5426,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,290.05","Rs.2,290.05",₹412.21,Rs.412.21,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,702.26","Rs.2,702.26",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5427,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,197.48","Rs.2,197.48",₹395.55,Rs.395.55,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,593.03","Rs.2,593.03",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5424,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,363.20","Rs.2,363.20",₹425.38,Rs.425.38,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,788.58","Rs.2,788.58",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5431,N/A,N/A,"8 March, 2026","9 March, 2026",INR,INR,"₹2,036.08","Rs.2,036.08",₹366.49,Rs.366.49,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,402.57","Rs.2,402.57",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5420,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,095.45","Rs.2,095.45",₹377.18,Rs.377.18,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,472.63","Rs.2,472.63",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5430,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,040.71","Rs.2,040.71",₹367.33,Rs.367.33,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,408.04","Rs.2,408.04",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5432,N/A,N/A,"8 March, 2026","9 March, 2026",INR,INR,"₹2,045.63","Rs.2,045.63",₹368.21,Rs.368.21,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,413.84","Rs.2,413.84",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5419,N/A,N/A,"8 March, 2026","8 March, 2026",INR,INR,"₹2,020.25","Rs.2,020.25",₹363.65,Rs.363.65,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,383.90","Rs.2,383.90",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5407,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,239.92","Rs.2,239.92",₹403.19,Rs.403.19,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,643.11","Rs.2,643.11",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5402,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,014.54","Rs.2,014.54",₹362.62,Rs.362.62,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,377.16","Rs.2,377.16",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5413,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,078.22","Rs.2,078.22",₹374.08,Rs.374.08,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,452.30","Rs.2,452.30",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5405,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,512.16","Rs.2,512.16",₹452.19,Rs.452.19,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,964.35","Rs.2,964.35",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5406,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,269.55","Rs.2,269.55",₹408.52,Rs.408.52,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,678.07","Rs.2,678.07",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5418,N/A,N/A,"7 March, 2026","8 March, 2026",INR,INR,"₹2,257.09","Rs.2,257.09",₹406.28,Rs.406.28,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,663.37","Rs.2,663.37",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5409,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,143.29","Rs.2,143.29",₹385.79,Rs.385.79,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,529.08","Rs.2,529.08",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5410,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,042.87","Rs.2,042.87",₹367.72,Rs.367.72,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,410.59","Rs.2,410.59",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5417,N/A,N/A,"7 March, 2026","8 March, 2026",INR,INR,"₹2,049.46","Rs.2,049.46",₹368.90,Rs.368.90,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,418.36","Rs.2,418.36",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5416,N/A,N/A,"7 March, 2026","8 March, 2026",INR,INR,"₹2,206.19","Rs.2,206.19",₹397.11,Rs.397.11,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,603.30","Rs.2,603.30",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5404,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,410.09","Rs.2,410.09",₹433.82,Rs.433.82,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,843.91","Rs.2,843.91",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5415,N/A,N/A,"7 March, 2026","8 March, 2026",INR,INR,"₹2,037.13","Rs.2,037.13",₹366.68,Rs.366.68,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,403.81","Rs.2,403.81",N/A,N/A,Seller Balance,1.0
India,Sponsored Ads,ClapThunder,A38125KZIUHUMS,N/A,N/A,HMRDK6DHS-5414,N/A,N/A,"7 March, 2026","7 March, 2026",INR,INR,"₹2,167.86","Rs.2,167.86",₹390.21,Rs.390.21,₹0.00,Rs.0.00,Paid In Full,N/A,"₹2,558.07","Rs.2,558.07",N/A,N/A,Seller Balance,1.0
